city,area,rooms,bathroom,parking_spaces,floor,animal_allowance,furniture,association_tax,rent_amount,property_tax,fire_insurance,total_rent
Mumbai,Kandivali East,2,2,1,6,acept,not furnished,1740,9900,150,147,11937
Bangalore,Hoodi,3,3,2,2,acept,not furnished,3900,8400,876,108,13284
Delhi,Ismailpur,4,3,1,8,acept,furnished,6000,45000,1500,582,53070
Bangalore,Rachenahalli,2,3,2,-,not acept,not furnished,150,6000,0,93,6243
Bangalore,Thigalarapalya,3,5,4,6,acept,furnished,9903,35700,2880,453,48930
Bangalore,Indira Nagar,3,2,2,1,acept,not furnished,2280,7500,849,96,10725
Kolkata,Madhyamgram,2,1,2,6,acept,not furnished,660,2550,327,36,3573
Bangalore,Akshaya Nagar,4,4,4,7,not acept,not furnished,9900,4500,5751,60,20211
Delhi,Vasant Kunj,2,3,1,3,not acept,furnished,3600,8880,795,117,13392
Bangalore,Hennur,1,1,1,1,not acept,not furnished,1635,3600,0,48,5283
Delhi,Sector 11 Rohini,1,1,0,-,acept,not furnished,150,2100,0,30,2280
Kolkata,Airport road,4,3,2,-,acept,not furnished,0,14700,1071,243,16014
Delhi,Saket,1,1,0,2,acept,furnished,1299,4140,0,54,5493
Bangalore,Chandapura,3,1,1,7,acept,not furnished,1764,4140,345,54,6303
Bangalore,Hormavu,3,2,2,5,not acept,not furnished,6597,15000,1269,192,23058
Kolkata,Dum Dum Cantonment,1,1,1,15,acept,not furnished,1650,10200,666,138,12654
Bangalore,Electronic City,2,2,0,8,not acept,furnished,3300,14997,150,192,18639
Bangalore,Benson Town,4,5,4,7,acept,not furnished,10500,30000,5502,381,46380
Chennai,Pattabiram,3,1,0,6,acept,not furnished,2130,3000,270,39,5439
Bangalore,Panathur,1,2,1,14,acept,not furnished,2400,8400,276,108,11184
Bangalore,Kereguddadahalli,3,2,0,7,acept,not furnished,3750,24000,309,306,28365
Kolkata,Sodepur,3,1,1,1,not acept,not furnished,480,3300,240,45,4065
Kolkata,East Kolkata Township,7,6,3,-,acept,not furnished,0,39000,3750,642,43380
Bangalore,HRBR Layout,2,3,2,2,acept,furnished,5670,10740,1254,138,17802
Chennai,Maraimalai Nagar,3,2,2,3,not acept,not furnished,1350,6600,360,84,8394
Bangalore,Bellandur,4,4,2,2,acept,not furnished,7800,6000,1752,78,15630
Kolkata,Tangra,2,1,1,1,acept,not furnished,750,3600,249,48,4647
Bangalore,Kaikondrahalli,3,2,2,6,not acept,not furnished,6000,23400,1650,297,31350
Delhi,Dwarka Mor,2,2,2,3,acept,not furnished,2700,5100,795,66,8661
Bangalore,Kengeri,4,3,2,2,acept,not furnished,9600,30000,2751,381,42720
Kolkata,Joka,5,3,3,-,acept,not furnished,0,25500,702,420,26622
Bangalore,Doctors Layout,3,3,2,-,not acept,not furnished,0,16800,7251,255,24306
Mumbai,Thane West,1,1,0,-,not acept,not furnished,0,2250,0,42,2292
Bangalore,Chandapura,2,2,1,4,acept,furnished,2190,5250,249,69,7758
Bangalore,Kaggadasapura,1,1,1,5,acept,not furnished,990,6300,321,81,7692
Bangalore,Uttarahalli,2,1,0,-,acept,not furnished,0,3600,201,57,3858
Delhi,Om Vihar,4,2,1,16,not acept,not furnished,5400,22500,2250,291,30450
Kolkata,Tollygunge,4,4,3,3,acept,not furnished,6000,12000,1425,162,19587
Bangalore,Tumkur Road,3,3,3,7,acept,furnished,4800,24000,1884,306,30990
Kolkata,Ultadanga,1,1,1,9,acept,not furnished,591,4500,378,60,5529
Bangalore,Marathahalli,3,3,4,12,acept,not furnished,11400,19500,4251,249,35400
Bangalore,Sarjapur  Road,2,2,1,5,acept,furnished,2460,9300,351,120,12231
Bangalore,Kundalahalli,1,1,0,-,not acept,not furnished,840,4500,150,60,5550
Chennai,Muttukadu,1,1,0,4,acept,not furnished,1260,1500,51,21,2832
Delhi,Paschim Vihar,1,1,0,2,acept,furnished,1350,8850,291,117,10608
Mumbai,Malad West,1,1,0,3,acept,not furnished,420,4080,72,60,4632
Mumbai,Belapur,3,3,1,6,acept,not furnished,3000,14700,501,216,18417
Mumbai,Pokhran 2,3,4,2,3,acept,furnished,5748,24000,651,351,30750
Mumbai,Thane West,1,1,0,5,acept,furnished,1050,2400,138,36,3624
Bangalore,Sarjapur  Road,3,1,1,1,acept,not furnished,1626,4020,351,51,6048
Kolkata,Tollygunge,4,4,4,4,acept,not furnished,7500,12300,2889,165,22854
Bangalore,Kadugodi,1,1,1,8,acept,furnished,1470,12000,270,153,13893
Bangalore,Gottigere,2,1,1,5,acept,furnished,1650,6900,189,90,8829
Kolkata,Howrah,2,1,1,2,not acept,not furnished,600,2724,207,39,3570
Mumbai,Deonar,2,3,1,5,acept,furnished,2700,5775,183,87,8745
Chennai,Kovur,4,3,2,14,acept,not furnished,3090,10500,660,135,14385
Bangalore,Hulimavu,1,1,0,4,not acept,furnished,1050,7230,0,93,8373
Kolkata,Alipore,4,2,2,5,not acept,not furnished,2460,7500,759,102,10821
Mumbai,Dombivali,3,2,1,2,acept,not furnished,720,4500,189,66,5475
Bangalore,TC Palaya,1,1,1,13,not acept,furnished,5373,3900,465,51,9789
Delhi,nawada,1,1,0,1,acept,not furnished,450,3600,195,48,4293
Mumbai,Badlapur West,2,1,0,1,acept,not furnished,1410,3600,66,54,5130
Bangalore,Sahakara Nagar,3,2,2,17,acept,not furnished,3924,7050,963,90,12027
Bangalore,Hosa Road,1,1,0,12,acept,not furnished,954,6300,123,81,7458
Delhi,Sector 13 Dwarka,3,2,2,4,acept,furnished,4647,21000,1011,273,26931
Bangalore,Yelahanka,2,1,1,2,acept,not furnished,0,3900,90,51,4041
Bangalore,Bisuvanahalli,3,3,4,-,acept,not furnished,0,24000,3501,363,27864
Bangalore,Kothanur,1,2,1,13,acept,furnished,3450,18000,0,231,21681
Bangalore,Thigalarapalya,3,2,0,11,acept,furnished,6600,12000,1326,153,20079
Delhi,Dwarka Mor,1,1,0,1,acept,not furnished,1902,7200,789,93,9984
Bangalore,Ramagondanahalli,2,2,1,1,acept,not furnished,2376,6600,444,84,9504
Bangalore,Nelamangala,6,5,2,2,not acept,not furnished,2400,11400,75,174,14049
Bangalore,Hebbal,4,5,0,6,acept,not furnished,6069,36000,4752,459,47280
Chennai,Maraimalai Nagar,2,1,0,1,acept,not furnished,900,2100,300,27,3327
Bangalore,Cox Town,4,4,3,7,not acept,furnished,6000,45000,2250,573,53820
Mumbai,Koper Khairane,2,1,0,6,not acept,not furnished,1146,4710,126,69,6051
Kolkata,Tollygunge,4,3,2,6,acept,not furnished,3960,13500,1191,180,18831
Delhi,Chittaranjan Park,2,1,0,1,acept,not furnished,300,4590,0,60,4950
Bangalore,Bhoganhalli,2,1,1,6,acept,not furnished,939,3600,501,48,5088
Bangalore,Marathahalli,4,5,4,-,acept,not furnished,0,15000,1614,228,16842
Kolkata,Sector 5,1,1,0,1,not acept,not furnished,0,1950,150,27,2127
Bangalore,Hoodi,3,3,2,-,acept,furnished,0,14700,75,222,14997
Bangalore,6th Phase JP Nagar,4,3,4,9,acept,not furnished,5649,10500,1977,135,18261
Bangalore,Harlur,3,2,3,-,acept,not furnished,0,10500,876,159,11535
Bangalore,1st Block Koramangala,4,3,1,2,acept,furnished,5322,18000,0,231,23553
Bangalore,Kengeri,3,2,3,-,not acept,not furnished,0,13500,1101,204,14805
Mumbai,Goregaon East,1,1,0,4,acept,not furnished,1200,3600,99,54,4953
Bangalore,Udaya Nagar,1,1,0,-,not acept,not furnished,0,2850,150,39,3039
Mumbai,Shirgaon,3,4,2,3,acept,not furnished,6900,21000,876,309,29085
Bangalore,Chandapura,3,1,1,6,acept,not furnished,1383,7590,270,99,9342
Bangalore,Thanisandra,3,3,2,-,acept,not furnished,0,10500,876,159,11535
Bangalore,Jalahalli,2,2,2,25,not acept,not furnished,2595,10500,0,135,13230
Kolkata,Behala Sakher Bazar,3,2,2,2,acept,not furnished,1740,4200,483,57,6480
Chennai,Oragadam,2,2,2,9,acept,not furnished,1380,5892,402,24,7698
Bangalore,Panathur,2,1,1,1,acept,not furnished,1500,6900,291,90,8781
Mumbai,Kandivali East,2,2,0,-,acept,furnished,990,4914,0,57,5961
Delhi,Sarvpriya Vihar,1,1,1,1,acept,not furnished,2871,10500,717,138,14226
Delhi,mayur vihar phase 1,4,3,4,10,acept,not furnished,6393,20400,2547,264,29604
Mumbai,Andheri East,3,2,0,3,not acept,not furnished,1215,3315,93,51,4674
Chennai,Perumbakkam,1,2,0,1,acept,not furnished,735,2160,138,30,3063
Bangalore,Talaghattapura,3,3,1,10,acept,furnished,4800,12900,750,165,18615
Bangalore,Bellandur,3,3,1,-,acept,furnished,5355,18000,882,231,24468
Kolkata,Bow Bazaar,4,3,3,3,acept,furnished,5151,27000,324,360,32850
Bangalore,KR Puram,1,1,1,4,not acept,furnished,2436,9600,0,123,12159
Bangalore,Bank Of Baroda Colony,5,6,6,23,acept,not furnished,17127,39000,7485,495,64110
Delhi,Vasant Vihar,3,1,1,3,acept,not furnished,900,4500,0,60,5460
Bangalore,Banashankari Stage II,3,2,2,7,acept,furnished,3291,9600,957,123,13971
Bangalore,Bellandur,3,4,3,5,not acept,not furnished,8544,12990,3684,165,25383
Delhi,Gulmohar park,4,2,2,1,not acept,not furnished,5028,13500,120,174,18822
Bangalore,Hennur Road,1,1,0,11,not acept,not furnished,900,6000,0,78,6978
Bangalore,Gubbalala,2,1,1,1,not acept,not furnished,1470,5100,0,66,6636
Kolkata,Konnagar,4,5,0,21,not acept,not furnished,5760,39000,414,522,45690
Bangalore,Kaggadasapura,1,1,2,6,acept,furnished,1785,10140,0,129,12054
Mumbai,Malad West,1,1,0,4,acept,not furnished,1080,1800,51,27,2958
Kolkata,Behala,2,1,1,1,not acept,not furnished,900,2700,0,36,3636
Bangalore,Kasavanhalli,3,3,2,18,acept,not furnished,3480,6600,1254,84,11418
Bangalore,Electronic City,3,1,0,6,acept,furnished,2415,11700,360,150,14625
Chennai,Nedunkundram,5,6,0,2,acept,not furnished,10500,25500,2100,324,38430
Bangalore,Devanahalli,2,2,1,16,acept,not furnished,2070,5550,309,72,8001
Bangalore,Hosakerehalli,2,2,1,9,acept,not furnished,5178,16500,1140,210,23028
Bangalore,Thanisandra,2,4,1,-,acept,not furnished,0,45000,2487,678,48180
Bangalore,Whitefield,2,1,0,-,not acept,not furnished,0,3300,240,51,3591
Mumbai,Vasai,1,1,0,-,acept,not furnished,600,2520,150,39,3309
Bangalore,Marathahalli,3,2,0,-,acept,furnished,0,24900,651,375,25926
Bangalore,Kodichikkanahalli,4,4,0,-,acept,not furnished,0,20400,3300,309,24009
Delhi,Defence Colony,3,2,1,8,acept,not furnished,4464,7500,570,99,12633
Bangalore,Panathur,3,2,1,8,acept,not furnished,2988,10680,450,138,14256
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,3750,102,57,3909
Bangalore,Sultan Palaya,4,5,5,17,acept,furnished,14400,15000,5976,192,35580
Bangalore,Panathur,2,2,0,5,acept,not furnished,2100,7800,300,99,10299
Bangalore,Balagere,4,5,6,-,not acept,furnished,0,27000,3450,408,30870
Bangalore,R.T. Nagar,3,4,1,2,acept,not furnished,3300,14700,0,189,18189
Chennai,Sholinganallur,2,1,1,3,acept,not furnished,600,3300,252,42,4194
Bangalore,Electronic City,2,1,1,-,not acept,not furnished,0,4350,0,66,4416
Chennai,Kundrathur,1,1,1,4,not acept,not furnished,1500,3240,177,42,4959
Bangalore,Harlur,4,5,4,6,not acept,not furnished,5607,10500,2151,135,18393
Mumbai,Powai,1,1,1,1,not acept,furnished,1200,6600,0,99,7899
Bangalore,Hegde Nagar,3,1,1,10,acept,not furnished,3420,8400,0,108,11928
Bangalore,Harlur,4,2,1,4,acept,furnished,3600,13500,651,174,17925
Bangalore,Kodigehaali,4,3,4,2,acept,furnished,7125,14322,3099,183,24729
Bangalore,Sarjapur  Road,2,1,0,-,acept,not furnished,0,4650,0,72,4722
Bangalore,Kammanahalli,2,3,2,14,acept,furnished,3327,11940,627,153,16047
Chennai,Maraimalai Nagar,3,1,1,2,acept,not furnished,1440,3900,276,51,5667
Bangalore,Hennur,1,1,1,1,acept,furnished,2100,8955,0,114,11517
Delhi,Uttam Nagar,2,1,0,2,not acept,not furnished,90,8700,102,114,9006
Delhi,Sector 22 Dwarka,2,1,0,7,acept,not furnished,2190,4950,180,66,7386
Bangalore,Raja Rajeshwari Nagar,1,1,1,4,not acept,furnished,900,8520,30,108,9558
Bangalore,Abbigere,3,4,3,1,acept,not furnished,5700,11400,3300,147,20547
Bangalore,Hebbal,3,3,3,-,acept,not furnished,0,13500,450,204,14154
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,3000,0,48,3048
Bangalore,Choodasandra,3,3,2,5,acept,furnished,3336,17400,1425,222,22383
Mumbai,Bhandup West,2,1,1,3,acept,furnished,1470,10200,516,150,12336
Bangalore,Whitefield,1,1,1,6,not acept,furnished,4350,7500,1026,96,12972
Bangalore,7th Phase JP Nagar,2,1,1,11,acept,not furnished,1140,4794,0,63,5997
Bangalore,Yelahanka,1,1,0,-,not acept,not furnished,0,1950,0,30,1980
Bangalore,Anekal,2,2,1,6,acept,not furnished,3000,9000,150,117,12267
Bangalore,Kammasandra,2,2,2,8,acept,not furnished,3000,6900,789,90,10779
Chennai,Sembakkam,5,4,0,-,acept,not furnished,0,12000,534,183,12717
Bangalore,Margondanahalli,2,1,1,8,not acept,not furnished,1590,5340,0,69,6999
Chennai,Kottivakkam,1,1,2,2,acept,not furnished,1731,4800,123,63,6717
Delhi,Green Park,2,1,1,10,acept,not furnished,1941,3240,555,42,5778
Bangalore,Haralur Road,3,3,2,-,acept,not furnished,0,9900,405,150,10455
Chennai,Madipakkam,2,1,1,1,acept,furnished,1200,7200,180,93,8673
Bangalore,Electronic City,2,1,1,-,acept,not furnished,0,5700,252,87,6039
Bangalore,Jigani,4,3,5,-,not acept,furnished,0,36000,252,543,36810
Bangalore,Hoodi,1,2,2,1,not acept,furnished,4200,13500,1002,174,18876
Delhi,Jamia Nagar,2,2,1,4,acept,not furnished,5700,7200,1002,93,13995
Bangalore,Hebbal,3,4,2,-,acept,not furnished,0,12600,576,192,13368
Kolkata,Ganguly Bagan,2,1,1,3,acept,not furnished,360,2700,288,36,3384
Bangalore,Hoodi,2,2,1,3,not acept,not furnished,6000,37500,837,477,44820
Mumbai,Chembur,2,2,2,3,not acept,not furnished,2100,5700,201,84,8085
Chennai,Valasaravakkam,3,2,2,4,acept,not furnished,1710,5844,327,75,7956
Bangalore,Gunjur Palya,3,3,2,-,acept,not furnished,0,11250,765,171,12186
Chennai,tambaram west,3,2,2,9,acept,furnished,1650,8100,228,105,10083
Delhi,Sector 9 Dwarka,2,2,1,1,acept,not furnished,3306,10350,603,135,14394
Chennai,Sholinganallur,2,1,1,16,not acept,not furnished,900,4200,180,54,5334
Delhi,Rohini sector 24,2,3,0,1,acept,not furnished,0,5100,390,66,5556
Bangalore,Bellandur,2,3,2,13,acept,not furnished,0,37500,0,477,37980
Bangalore,Balagere,3,3,1,-,acept,not furnished,3375,19500,177,294,23346
Kolkata,Joka,4,3,4,-,acept,not furnished,0,22500,2826,369,25695
Chennai,Nanganallur,1,3,2,9,acept,not furnished,2940,13500,0,174,16614
Delhi,Chattarpur,2,1,1,2,acept,not furnished,900,3900,159,51,5010
Bangalore,Ambalipura,3,3,2,3,acept,furnished,3930,19500,1344,249,25023
Bangalore,Yelahanka,1,1,1,9,acept,furnished,1050,4740,75,63,5928
Delhi,Vasant Kunj,2,2,1,4,acept,not furnished,3600,11400,759,147,15906
Delhi,Uttam Nagar,2,1,0,10,not acept,not furnished,2100,3000,294,39,5433
Bangalore,Begur Road,3,3,2,8,not acept,furnished,5100,33000,1626,420,40140
Bangalore,Sarjapur  Road,1,1,1,2,not acept,furnished,3000,7800,375,99,11274
Bangalore,7th Phase JP Nagar,1,1,1,-,not acept,not furnished,1215,2400,0,33,3648
Bangalore,Bellandur,4,3,1,4,acept,furnished,4716,15000,720,192,20628
Bangalore,Kamakshipalya,3,4,4,-,acept,furnished,0,18600,1950,282,20832
Delhi,Mansa Ram Park,2,2,2,9,acept,not furnished,2754,8100,276,105,11235
Kolkata,Baruipur,3,1,1,3,acept,not furnished,705,2700,210,36,3651
Bangalore,Raja Rajeshwari Nagar,1,1,1,1,not acept,furnished,1332,10164,372,129,11997
Bangalore,Panathur,2,3,1,14,acept,not furnished,2127,9900,282,126,12435
Delhi,East of Kailash,1,1,0,-,not acept,not furnished,0,2250,0,30,2280
Mumbai,Anjurdive,2,2,1,3,acept,not furnished,510,6000,75,90,6675
Bangalore,Begur Road,3,4,4,10,acept,not furnished,10500,21000,3000,267,34770
Bangalore,Bannerghatta Road,4,2,2,-,acept,not furnished,0,10500,30,159,10689
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,2250,0,36,2286
Bangalore,Raja Rajeshwari Nagar,1,1,0,4,acept,not furnished,960,5100,0,66,6126
Mumbai,Mira Road East,2,1,1,1,not acept,not furnished,300,4500,0,66,4866
Chennai,Guduvancheri,1,1,1,7,not acept,furnished,1218,8400,369,108,10095
Delhi,Freedom Fighter Enclave,3,3,3,3,acept,not furnished,6000,15000,2400,195,23595
Mumbai,Lower Parel,2,2,1,2,acept,not furnished,1950,2850,300,42,5142
Chennai,Iyyappanthangal,3,3,2,4,not acept,not furnished,1770,12441,729,159,15099
Bangalore,Lakshminarayana Pura,3,2,1,8,acept,not furnished,2010,6000,18,78,8106
Kolkata,Madhyamgram,2,1,0,-,not acept,not furnished,0,2850,150,48,3048
Mumbai,Kamothe,1,1,0,3,acept,not furnished,480,2820,39,42,3381
Bangalore,Battarahalli,3,3,3,13,acept,not furnished,3471,10800,927,138,15336
Bangalore,Panathur,3,1,2,4,acept,not furnished,4800,5700,417,75,10992
Bangalore,Rajaji Nagar,3,2,2,-,acept,not furnished,0,6600,0,102,6702
Bangalore,Thyagaraja Nagar,4,5,5,4,acept,furnished,12900,38700,6315,492,58410
Delhi,Patel Nagar,3,2,2,7,acept,furnished,6960,22200,1629,288,31080
Kolkata,Banamalipur,2,1,0,-,not acept,not furnished,0,4500,174,75,4749
Bangalore,Reliaable Tranquil Layout,4,5,12,-,acept,not furnished,3,20700,15000,312,36030
Kolkata,Topsia,4,4,5,10,not acept,not furnished,6600,40500,3390,540,51030
Chennai,Vadapalani,3,2,1,12,acept,furnished,2610,4350,300,57,7317
Bangalore,Hennur,1,1,0,-,not acept,not furnished,0,4050,0,63,4113
Delhi,Hauz Khas,3,2,1,2,not acept,not furnished,4200,9300,1050,120,14670
Mumbai,Virar West,1,1,0,8,acept,not furnished,831,2250,81,33,3195
Bangalore,Hebbal,2,2,1,-,acept,not furnished,0,14400,1602,219,16221
Bangalore,Kundalahalli,1,1,1,3,not acept,furnished,1440,6450,0,84,7974
Chennai,Ekkatuthangal,4,3,3,6,acept,not furnished,5580,6150,852,78,12660
Bangalore,Raja Rajeshwari Nagar,1,1,1,5,not acept,furnished,1260,3750,0,48,5058
Kolkata,Andul,4,4,3,10,acept,not furnished,7800,14100,1488,189,23577
Chennai,Padur,2,1,0,-,acept,not furnished,1770,2040,0,27,3837
Kolkata,Jadavpur,1,2,1,11,acept,furnished,3000,10800,633,144,14577
Bangalore,Vijaya Bank Layout,4,4,5,9,acept,furnished,15600,21000,7986,267,44850
Bangalore,Haralur Road,3,2,4,-,acept,not furnished,0,29010,165,438,29613
Bangalore,R.T. Nagar,3,3,1,9,acept,not furnished,2022,6000,75,78,8175
Bangalore,Subramanyapura,4,1,3,5,not acept,not furnished,5742,18000,2412,231,26385
Bangalore,Bellandur,3,1,1,1,acept,not furnished,300,7500,252,114,8166
Mumbai,Thane West,1,1,0,3,not acept,furnished,0,6000,0,90,6090
Bangalore,Frazer Town,5,5,6,-,acept,not furnished,0,45000,6300,573,51870
Bangalore,JP Nagar,4,6,3,8,acept,not furnished,13500,14400,4500,183,32580
Delhi,Poorvi Pitampura,3,3,1,8,acept,furnished,2850,10500,726,138,14214
Kolkata,Baranagar,3,2,3,4,not acept,not furnished,1380,10500,531,141,12552
Bangalore,Neeladri Nagar,4,4,4,-,acept,not furnished,0,10200,1125,156,11481
Bangalore,Bisuvanahalli,4,4,6,8,acept,furnished,15843,45000,9453,573,70860
Bangalore,Rachenahalli,2,1,1,4,not acept,furnished,1908,7479,240,27,9654
Bangalore,Electronics City Phase 1,2,2,4,-,acept,not furnished,0,8925,351,135,9411
Bangalore,Whitefield,1,1,1,17,acept,furnished,2328,12000,378,153,14859
Kolkata,Dum Dum Park,3,3,4,20,not acept,not furnished,6672,36000,3399,480,46560
Delhi,Chattarpur,2,1,1,2,acept,not furnished,1650,3600,165,48,5463
Bangalore,Sidedahalli,4,3,3,3,acept,not furnished,11370,30000,4542,381,46290
Bangalore,Kalena Agrahara,3,4,0,-,acept,not furnished,0,12000,0,183,12183
Delhi,Mahavir Enclave,3,2,0,4,not acept,furnished,2820,16980,0,219,20019
Bangalore,Electronic City Phase II,1,1,1,3,acept,furnished,2100,9900,27,126,12153
Bangalore,Green Glen Layout,3,2,0,-,acept,not furnished,0,4770,0,72,4842
Delhi,Sector 23 Rohini,1,1,0,8,not acept,not furnished,915,3840,0,51,4806
Kolkata,Alipore,2,2,2,4,acept,not furnished,915,4800,297,66,6078
Delhi,Uttam Nagar,3,2,0,10,not acept,furnished,1800,3315,141,45,5301
Bangalore,Uttarahalli,1,1,0,-,acept,not furnished,0,4110,150,63,4323
Mumbai,Karjat,3,1,4,-,acept,not furnished,0,8400,1251,150,9801
Kolkata,Sodepur,3,1,1,4,not acept,not furnished,1446,3000,435,42,4923
Mumbai,Dahisar,2,2,1,2,acept,not furnished,1200,5400,246,81,6927
Delhi,Lajpat Nagar IV,2,2,1,2,acept,not furnished,4650,12000,969,156,17775
Bangalore,Yeshwanthpur,3,3,6,-,acept,not furnished,0,45000,3369,678,49050
Delhi,Geetanjali Enclave,2,1,0,3,acept,not furnished,2517,7149,291,93,10050
Bangalore,Hebbal,4,2,3,2,not acept,furnished,9000,45000,300,573,54870
Bangalore,TC Palaya,1,1,1,18,not acept,furnished,4500,10500,0,135,15135
Kolkata,Bhadreswar,4,7,6,17,acept,not furnished,17715,45000,7452,600,70770
Bangalore,Kanakapura,4,5,0,1,acept,not furnished,12000,19230,6000,246,37470
Bangalore,Bellandur,3,2,2,-,acept,not furnished,0,9810,564,150,10524
Bangalore,Kaikondrahalli,3,4,2,6,not acept,not furnished,5400,23400,1002,297,30090
Bangalore,Hormavu,2,3,3,6,not acept,furnished,7500,17850,1251,228,26829
Bangalore,Kengeri,3,4,3,7,not acept,not furnished,9600,24000,3501,306,37410
Bangalore,Konanakunte,4,4,3,4,not acept,not furnished,10500,30000,3600,381,44490
Bangalore,TC Palaya,1,1,1,13,not acept,furnished,1620,9900,0,126,11646
Bangalore,Doddakallasandra,2,2,2,6,acept,not furnished,5400,8970,1875,114,16359
Chennai,Kottivakkam,1,1,1,2,acept,furnished,2700,15000,186,192,18078
Bangalore,Sarjapur  Road,2,1,1,8,acept,not furnished,2550,7500,276,96,10422
Chennai,Ambattur,3,3,2,-,acept,not furnished,1680,11100,264,168,13212
Chennai,Perungudi,1,1,0,6,acept,not furnished,1197,2550,45,33,3825
Bangalore,Hennur,1,2,0,1,acept,not furnished,0,3900,0,51,3951
Bangalore,Yeshwanthpur,3,3,4,-,acept,not furnished,0,12750,480,192,13422
Delhi,Sector 14 Dwarka,3,1,0,10,acept,not furnished,4500,4500,1092,60,10152
Bangalore,Sahakara Nagar,2,2,1,4,acept,not furnished,2907,20025,501,255,23688
Bangalore,Jalahalli East,4,5,8,-,acept,not furnished,0,45000,13014,678,58680
Bangalore,Koramangala,1,1,0,-,not acept,not furnished,0,3450,102,54,3606
Bangalore,Bommasandra,3,3,1,5,acept,furnished,8580,19800,1665,252,30300
Delhi,Greater Kailash,1,1,0,-,acept,not furnished,150,2100,0,30,2280
Bangalore,Malleshwaram,2,2,2,6,not acept,not furnished,2400,9180,750,117,12447
Delhi,New Ashok Nagar,3,2,1,8,acept,not furnished,5667,7830,1350,102,14949
Bangalore,Balagere,4,4,3,7,acept,not furnished,15288,30000,0,381,45660
Bangalore,Kanakpura Road,2,2,2,15,acept,not furnished,2076,5700,270,75,8121
Delhi,Sector 12 Dwarka,4,5,0,10,acept,not furnished,3600,21300,1917,276,27093
Bangalore,Dommasandra,4,5,3,1,not acept,not furnished,7500,45000,1125,174,53790
Bangalore,Thigalarapalya,3,4,3,7,acept,not furnished,5100,8370,2502,108,16080
Bangalore,Anandapura,4,7,5,-,acept,not furnished,0,22500,3750,339,26589
Chennai,Thoraipakkam OMR,1,2,1,4,acept,not furnished,0,6870,429,90,7389
Bangalore,Munnekollal,3,4,3,5,acept,not furnished,4950,27000,2700,345,35010
Bangalore,Sarjapur  Road,2,2,1,1,acept,not furnished,840,3000,414,39,4293
Bangalore,Hosa Road,1,1,0,1,not acept,not furnished,0,2400,75,33,2508
Chennai,Kovur,1,2,2,15,acept,not furnished,4386,15600,852,198,21036
Delhi,Vasant Kunj,3,2,0,1,not acept,not furnished,0,6000,0,93,6093
Bangalore,Chandapura,2,1,1,3,acept,not furnished,945,4200,141,54,5340
Bangalore,Hebbal,4,2,1,-,acept,furnished,0,10500,126,159,10785
Delhi,Chattarpur,2,1,0,7,acept,not furnished,1584,3300,258,45,5187
Delhi,Chattarpur,1,1,1,7,acept,not furnished,1950,3630,318,48,5946
Bangalore,Hennur Road,3,1,1,2,acept,not furnished,3000,9000,150,117,12267
Bangalore,Panathur,3,1,2,6,acept,not furnished,2865,5700,810,75,9450
Bangalore,Ashwathnagar,5,6,5,-,not acept,not furnished,0,18000,1266,273,19539
Mumbai,Ulwe,2,1,1,-,acept,furnished,0,3900,102,72,4074
Bangalore,Green Glen Layout,2,2,0,1,acept,furnished,1863,4650,246,60,6819
Bangalore,Kanakapura,4,5,4,18,acept,not furnished,9450,23400,4050,297,37200
Mumbai,Sanpada,4,5,2,-,acept,not furnished,0,21000,675,375,22050
Delhi,Defence Colony,3,2,0,7,not acept,not furnished,3300,14580,900,189,18969
Bangalore,Ramagondanahalli,2,2,2,13,acept,not furnished,1839,13014,0,165,15018
Bangalore,Bisuvanahalli,4,5,4,-,acept,not furnished,0,21000,2100,318,23418
Bangalore,Kengeri,4,4,4,1,acept,furnished,6900,40500,3252,516,51180
Bangalore,Doddathoguru,2,1,1,7,acept,not furnished,1281,8700,342,111,10434
Bangalore,Rajiv Nagar,3,5,2,14,not acept,not furnished,12900,60000,2877,762,76530
Bangalore,Sarjapur,1,1,0,3,acept,furnished,1806,5400,390,69,7665
Bangalore,Hebbal,3,4,4,-,acept,not furnished,0,24000,726,363,25089
Bangalore,Vittasandra,3,3,3,4,acept,furnished,5910,18000,1800,231,25941
Mumbai,Kurla East,3,3,1,2,not acept,not furnished,1800,7500,501,111,9912
Kolkata,New Town,2,1,0,1,acept,not furnished,0,3600,126,48,3774
Bangalore,Hoodi,3,2,2,-,acept,not furnished,0,7800,135,120,8055
Bangalore,Old Madras Road,4,5,4,23,acept,not furnished,10650,36000,5160,459,52260
Bangalore,Jalahalli,1,2,1,15,acept,furnished,1950,26700,462,192,29304
Bangalore,Hebbal,3,3,2,3,acept,not furnished,5700,28500,1500,363,36060
Kolkata,Keshtopur,3,2,1,3,acept,not furnished,1440,9000,672,120,11232
Bangalore,Mico Layout,4,5,4,1,acept,not furnished,12600,29100,4002,369,46080
Mumbai,Kamothe,1,1,1,9,acept,not furnished,840,3510,93,54,4497
Mumbai,Goregaon East,1,1,0,1,acept,not furnished,750,2955,147,45,3897
Delhi,Shanti Niketan,1,1,0,5,acept,not furnished,1200,4050,201,54,5505
