Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Maize,Summer     ,Karnataka,31494.0,106783,1178.986364,5275874.88,10393.02,3.159655172
Mesta,Whole Year ,Karnataka,825.0,1028,1178.986364,138204.0,272.25,1.202857143
Moong(Green Gram),Rabi       ,Karnataka,8723.0,2915,1178.986364,1461276.96,2878.59,0.337647059
Niger seed,Kharif     ,Karnataka,18547.0,5042,1178.986364,3106993.44,6120.51,0.268846154
Onion,Summer     ,Karnataka,3572.0,21998,1178.986364,598381.44,1178.76,6.214285714
Other  Rabi pulses,Rabi       ,Karnataka,9968.0,8479,1178.986364,1669839.36,3289.44,0.808888889
Ragi,Rabi       ,Karnataka,33850.0,50937,1178.986364,5670552.0,11170.5,1.75125
Ragi,Summer     ,Karnataka,7608.0,14649,1178.986364,1274492.16,2510.64,1.932142857
Rapeseed &Mustard,Rabi       ,Karnataka,4209.0,1204,1178.986364,705091.68,1388.97,0.295
Sannhamp,Whole Year ,Karnataka,42.0,10,1178.986364,7035.84,13.86,0.225
Small millets,Kharif     ,Karnataka,23174.0,12622,1178.986364,3882108.48,7647.42,0.4965
Sunflower,Summer     ,Karnataka,18482.0,18869,1178.986364,3096104.64,6099.06,1.035
Turmeric,Whole Year ,Karnataka,25525.0,128206,1178.986364,4275948.0,8423.25,4.57875
Urad,Rabi       ,Karnataka,8260.0,4199,1178.986364,1383715.2,2725.8,0.51125
Arecanut,Whole Year ,Tamil Nadu,6509.0,15948,926.5,1090387.68,2147.97,2.054583333
Arhar/Tur,Whole Year ,Tamil Nadu,35968.0,31292,926.5,6025359.36,11869.44,0.867037037
Bajra,Kharif     ,Tamil Nadu,30837.0,68165,926.5,5165814.24,10176.21,2.1
Bajra,Rabi       ,Tamil Nadu,15827.0,46282,926.5,2651339.04,5222.91,2.827272727
Black pepper,Whole Year ,Tamil Nadu,3767.0,856,926.5,631047.84,1243.11,0.174285714
Cardamom,Whole Year ,Tamil Nadu,4321.0,393,926.5,723853.92,1425.93,0.073636364
Castor seed,Whole Year ,Tamil Nadu,6202.0,1861,926.5,1038959.04,2046.66,0.767407407
Coriander,Whole Year ,Tamil Nadu,10804.0,5049,926.5,1809886.08,3565.32,0.454583333
Cotton(lint),Rabi       ,Tamil Nadu,28769.0,79158,926.5,4819382.88,9493.77,2.83
Garlic,Whole Year ,Tamil Nadu,442.0,2544,926.5,74043.84,145.86,4.335
Gram,Whole Year ,Tamil Nadu,8592.0,5520,926.5,1439331.84,2835.36,0.590625
Jute,Kharif     ,Tamil Nadu,3.0,0,926.5,502.56,0.99,0.0
Ragi,Rabi       ,Tamil Nadu,13970.0,43371,926.5,2340254.4,4610.1,2.879090909
Rapeseed &Mustard,Rabi       ,Tamil Nadu,344.0,84,926.5,57626.88,113.52,0.226666667
Small millets,Whole Year ,Tamil Nadu,30150.0,36407,926.5,5050728.0,9949.5,1.311304348
Sunflower,Whole Year ,Tamil Nadu,13610.0,24622,926.5,2279947.2,4491.3,1.779230769
Tobacco,Whole Year ,Tamil Nadu,2868.0,8205,926.5,480447.36,946.44,2.648333333
Arecanut,Kharif     ,Andhra Pradesh,581.0,365,968.7,87614.8,180.11,1.453333333
Bajra,Rabi       ,Andhra Pradesh,7000.0,11000,968.7,1055600.0,2170.0,1.4
Coriander,Kharif     ,Andhra Pradesh,1109.0,717,968.7,167237.2,343.79,0.575
Coriander,Rabi       ,Andhra Pradesh,7528.0,4534,968.7,1135222.4,2333.68,0.723333333
Cowpea(Lobia),Kharif     ,Andhra Pradesh,5000.0,2000,968.7,754000.0,1550.0,0.4
Cowpea(Lobia),Rabi       ,Andhra Pradesh,18000.0,17000,968.7,2714400.0,5580.0,1.0425
Ginger,Kharif     ,Andhra Pradesh,702.0,2587,968.7,105861.6,217.62,6.5525
Horse-gram,Kharif     ,Andhra Pradesh,5000.0,3000,968.7,754000.0,1550.0,0.556666667
Horse-gram,Rabi       ,Andhra Pradesh,27000.0,16000,968.7,4071600.0,8370.0,0.566666667
Linseed,Kharif     ,Andhra Pradesh,422.0,203,968.7,63637.6,130.82,0.455
Niger seed,Rabi       ,Andhra Pradesh,8273.0,5813,968.7,1247568.4,2564.63,0.63
Other  Rabi pulses,Rabi       ,Andhra Pradesh,6590.0,4021,968.7,993772.0,2042.9,0.983333333
Other Kharif pulses,Kharif     ,Andhra Pradesh,2929.0,1923,968.7,441693.2,907.99,0.6075
Ragi,Kharif     ,Andhra Pradesh,36000.0,38000,968.7,5428800.0,11160.0,1.207142857
Ragi,Rabi       ,Andhra Pradesh,5000.0,6000,968.7,754000.0,1550.0,1.2
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,3522.0,1530,968.7,531117.6,1091.82,0.4525
Safflower,Rabi       ,Andhra Pradesh,276.0,172,968.7,41620.8,85.56,1.256666667
Sesamum,Kharif     ,Andhra Pradesh,25000.0,6000,968.7,3770000.0,7750.0,0.2
Sesamum,Rabi       ,Andhra Pradesh,41000.0,15000,968.7,6182800.0,12710.0,0.283846154
Small millets,Kharif     ,Andhra Pradesh,36000.0,35000,968.7,5428800.0,11160.0,1.283333333
Small millets,Rabi       ,Andhra Pradesh,2000.0,1000,968.7,301600.0,620.0,0.5
Soyabean,Kharif     ,Andhra Pradesh,1317.0,2393,968.7,198603.6,408.27,1.793333333
Soyabean,Rabi       ,Andhra Pradesh,81.0,147,968.7,12214.8,25.11,1.816666667
Sunflower,Kharif     ,Andhra Pradesh,19000.0,14000,968.7,2865200.0,5890.0,0.763333333
Tobacco,Rabi       ,Andhra Pradesh,56.0,286,968.7,8444.8,17.36,5.255
Wheat,Rabi       ,Andhra Pradesh,8000.0,9000,968.7,1206400.0,2480.0,1.25
Black pepper,Whole Year ,Karnataka,26837.0,76040,956.2,4047019.6,8319.47,2.986
Cardamom,Whole Year ,Karnataka,19286.0,1578,956.2,2908328.8,5978.66,0.093333333
Castor seed,Kharif     ,Karnataka,11462.0,7142,956.2,1728469.6,3553.22,0.658095238
Coriander,Whole Year ,Karnataka,4219.0,1667,956.2,636225.2,1307.89,0.401304348
Cotton(lint),Summer     ,Karnataka,1810.0,5017,956.2,272948.0,561.1,2.77375
Cowpea(Lobia),Rabi       ,Karnataka,7192.0,2396,956.2,1084553.6,2229.52,0.332272727
Cowpea(Lobia),Summer     ,Karnataka,6937.0,2498,956.2,1046099.6,2150.47,0.366956522
Dry chillies,Rabi       ,Karnataka,5430.0,14836,956.2,818844.0,1683.3,2.660769231
Dry chillies,Summer     ,Karnataka,5057.0,14294,956.2,762595.6,1567.67,2.784
Garlic,Whole Year ,Karnataka,4238.0,5531,956.2,639090.4,1313.78,1.385625
Groundnut,Rabi       ,Karnataka,18818.0,31805,956.2,2837754.4,5833.58,1.695
Jowar,Summer     ,Karnataka,8361.0,13771,956.2,1260838.8,2591.91,1.6
Linseed,Rabi       ,Karnataka,6882.0,1206,956.2,1037805.6,2133.42,0.207142857
Maize,Summer     ,Karnataka,32413.0,111382,956.2,4887880.4,10048.03,3.439666667
Mesta,Whole Year ,Karnataka,713.0,871,956.2,107520.4,221.03,1.242
Moong(Green Gram),Rabi       ,Karnataka,4868.0,1140,956.2,734094.4,1509.08,0.211818182
Niger seed,Kharif     ,Karnataka,11639.0,2791,956.2,1755161.2,3608.09,0.2492
Onion,Summer     ,Karnataka,3543.0,20096,956.2,534284.4,1098.33,5.650952381
Other  Rabi pulses,Rabi       ,Karnataka,4843.0,2218,956.2,730324.4,1501.33,0.46
Ragi,Rabi       ,Karnataka,36638.0,52791,956.2,5525010.4,11357.78,1.404375
Ragi,Summer     ,Karnataka,5239.0,7846,956.2,790041.2,1624.09,1.525
Rapeseed &Mustard,Kharif     ,Karnataka,2201.0,650,956.2,331910.8,682.31,0.271538462
Sannhamp,Whole Year ,Karnataka,258.0,64,956.2,38906.4,79.98,0.2375
Sesamum,Kharif     ,Karnataka,41001.0,13264,956.2,6182950.8,12710.31,0.3072
Small millets,Kharif     ,Karnataka,21919.0,8426,956.2,3305385.2,6794.89,0.368421053
Sunflower,Summer     ,Karnataka,20178.0,20173,956.2,3042842.4,6255.18,1.010952381
Turmeric,Whole Year ,Karnataka,19688.0,92405,956.2,2968950.4,6103.28,4.742173913
Urad,Rabi       ,Karnataka,5376.0,2791,956.2,810700.8,1666.56,0.609090909
Arecanut,Kharif     ,Andhra Pradesh,476.0,255,1062.3,68777.24,128.52,1.705
Arhar/Tur,Rabi       ,Andhra Pradesh,1298.0,1003,1062.3,187548.02,350.46,0.736
Bajra,Kharif     ,Andhra Pradesh,46930.0,77599,1062.3,6780915.7,12671.1,1.621818182
Bajra,Rabi       ,Andhra Pradesh,2297.0,4256,1062.3,331893.53,620.19,1.78
Black pepper,Kharif     ,Andhra Pradesh,4.0,3,1062.3,577.96,1.08,0.75
Castor seed,Rabi       ,Andhra Pradesh,1291.0,956,1062.3,186536.59,348.57,0.74
Coriander,Kharif     ,Andhra Pradesh,517.0,333,1062.3,74701.33,139.59,0.62
Coriander,Rabi       ,Andhra Pradesh,7934.0,4685,1062.3,1146383.66,2142.18,0.668
Cotton(lint),Rabi       ,Andhra Pradesh,5155.0,12281,1062.3,744845.95,1391.85,2.531666667
Cowpea(Lobia),Kharif     ,Andhra Pradesh,3720.0,1617,1062.3,537502.8,1004.4,0.45625
Cowpea(Lobia),Rabi       ,Andhra Pradesh,8403.0,7244,1062.3,1214149.47,2268.81,0.787777778
Dry chillies,Rabi       ,Andhra Pradesh,18392.0,80405,1062.3,2657460.08,4965.84,3.246153846
Ginger,Kharif     ,Andhra Pradesh,358.0,1369,1062.3,51727.42,96.66,5.35
Horse-gram,Kharif     ,Andhra Pradesh,8768.0,5120,1062.3,1266888.32,2367.36,0.58125
Horse-gram,Rabi       ,Andhra Pradesh,19438.0,9743,1062.3,2808596.62,5248.26,0.4925
Jowar,Kharif     ,Andhra Pradesh,32732.0,57193,1062.3,4729446.68,8837.64,1.718461538
Linseed,Kharif     ,Andhra Pradesh,473.0,228,1062.3,68343.77,127.71,0.455
Moong(Green Gram),Kharif     ,Andhra Pradesh,17490.0,8956,1062.3,2527130.1,4722.3,0.627692308
Niger seed,Kharif     ,Andhra Pradesh,21.0,11,1062.3,3034.29,5.67,0.52
Niger seed,Rabi       ,Andhra Pradesh,8789.0,4483,1062.3,1269922.61,2373.03,0.47
Other Kharif pulses,Kharif     ,Andhra Pradesh,3488.0,2369,1062.3,503981.12,941.76,0.5025
Ragi,Kharif     ,Andhra Pradesh,37021.0,36385,1062.3,5349164.29,9995.67,1.005454545
Ragi,Rabi       ,Andhra Pradesh,4538.0,7056,1062.3,655695.62,1225.26,1.534444444
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,3295.0,2121,1062.3,476094.55,889.65,0.57
Safflower,Rabi       ,Andhra Pradesh,215.0,120,1062.3,31065.35,58.05,0.63
Sannhamp,Whole Year ,Andhra Pradesh,4734.0,0,1062.3,684015.66,1278.18,0.0
Sesamum,Kharif     ,Andhra Pradesh,28045.0,12589,1062.3,4052222.05,7572.15,0.409166667
Sesamum,Rabi       ,Andhra Pradesh,33088.0,8625,1062.3,4780885.12,8933.76,0.245833333
Small millets,Kharif     ,Andhra Pradesh,26620.0,19547,1062.3,3846323.8,7187.4,0.828888889
Small millets,Rabi       ,Andhra Pradesh,878.0,934,1062.3,126862.22,237.06,0.9625
Soyabean,Kharif     ,Andhra Pradesh,3025.0,4872,1062.3,437082.25,816.75,1.62
Soyabean,Rabi       ,Andhra Pradesh,80.0,129,1062.3,11559.2,21.6,1.626666667
Sunflower,Kharif     ,Andhra Pradesh,17828.0,14053,1062.3,2575967.72,4813.56,0.764285714
Tobacco,Kharif     ,Andhra Pradesh,22309.0,164772,1062.3,3223427.41,6023.43,6.22
Urad,Kharif     ,Andhra Pradesh,14508.0,9901,1062.3,2096260.92,3917.16,0.724615385
Wheat,Rabi       ,Andhra Pradesh,348.0,249,1062.3,50282.52,93.96,0.68
Black pepper,Whole Year ,Karnataka,27958.0,69460,1235.6,4039651.42,7548.66,2.561176471
Cardamom,Whole Year ,Karnataka,18672.0,1516,1235.6,2697917.28,5041.44,0.1
Castor seed,Kharif     ,Karnataka,12184.0,10900,1235.6,1760466.16,3289.68,0.906956522
Coriander,Whole Year ,Karnataka,2648.0,822,1235.6,382609.52,714.96,0.319473684
Cotton(lint),Summer     ,Karnataka,2022.0,7289,1235.6,292158.78,545.94,3.655714286
Cowpea(Lobia),Rabi       ,Karnataka,9301.0,3930,1235.6,1343901.49,2511.27,0.416818182
Cowpea(Lobia),Summer     ,Karnataka,8000.0,3145,1235.6,1155920.0,2160.0,0.395238095
Dry chillies,Rabi       ,Karnataka,6672.0,12646,1235.6,964037.28,1801.44,1.907931034
Dry chillies,Summer     ,Karnataka,6611.0,17564,1235.6,955223.39,1784.97,2.763076923
Garlic,Whole Year ,Karnataka,5191.0,5473,1235.6,750047.59,1401.57,1.218571429
Groundnut,Rabi       ,Karnataka,4041.0,7466,1235.6,583884.09,1091.07,1.855
Jowar,Summer     ,Karnataka,4461.0,7260,1235.6,644569.89,1204.47,1.63
Linseed,Rabi       ,Karnataka,5552.0,1654,1235.6,802208.48,1499.04,0.326
Maize,Summer     ,Karnataka,27180.0,88183,1235.6,3927238.2,7338.6,3.111724138
Mesta,Whole Year ,Karnataka,349.0,466,1235.6,50427.01,94.23,1.33
Moong(Green Gram),Rabi       ,Karnataka,6145.0,1551,1235.6,887891.05,1659.15,0.240666667
Niger seed,Kharif     ,Karnataka,14277.0,3125,1235.6,2062883.73,3854.79,0.2196
Other  Rabi pulses,Rabi       ,Karnataka,8711.0,6130,1235.6,1258652.39,2351.97,0.707368421
Ragi,Rabi       ,Karnataka,24916.0,36353,1235.6,3600112.84,6727.32,1.498
Ragi,Summer     ,Karnataka,7312.0,14363,1235.6,1056510.88,1974.24,1.977857143
Rapeseed &Mustard,Kharif     ,Karnataka,2700.0,769,1235.6,390123.0,729.0,0.270555556
Rice,Rabi       ,Karnataka,40896.0,102639,1235.6,5909063.04,11041.92,2.545833333
Safflower,Rabi       ,Karnataka,43135.0,34167,1235.6,6232576.15,11646.45,0.773333333
Sannhamp,Whole Year ,Karnataka,341.0,85,1235.6,49271.09,92.07,0.2575
Sesamum,Kharif     ,Karnataka,40986.0,23494,1235.6,5922067.14,11066.22,0.506923077
Small millets,Kharif     ,Karnataka,23705.0,12684,1235.6,3425135.45,6400.35,0.525714286
Sunflower,Summer     ,Karnataka,18620.0,18523,1235.6,2690403.8,5027.4,1.0455
Turmeric,Whole Year ,Karnataka,13356.0,63617,1235.6,1929808.44,3606.12,4.687
Urad,Rabi       ,Karnataka,6843.0,3911,1235.6,988745.07,1847.61,0.566923077
Arecanut,Whole Year ,Tamil Nadu,6695.0,8619,740.9,967360.55,1807.65,1.22
Bajra,Kharif     ,Tamil Nadu,30322.0,69197,740.9,4381225.78,8186.94,2.3008
Bajra,Rabi       ,Tamil Nadu,24090.0,48239,740.9,3480764.1,6504.3,2.14
Black pepper,Whole Year ,Tamil Nadu,3918.0,860,740.9,566111.82,1057.86,0.184166667
Cardamom,Whole Year ,Tamil Nadu,4044.0,366,740.9,584317.56,1091.88,0.064166667
Castor seed,Kharif     ,Tamil Nadu,6377.0,1990,740.9,921412.73,1721.79,0.35
Coriander,Whole Year ,Tamil Nadu,7527.0,2614,740.9,1087576.23,2032.29,0.349166667
Cotton(lint),Rabi       ,Tamil Nadu,34468.0,82752,740.9,4980281.32,9306.36,2.478888889
Dry chillies,Whole Year ,Tamil Nadu,41401.0,11294,740.9,5982030.49,11178.27,0.363333333
Garlic,Whole Year ,Tamil Nadu,506.0,2889,740.9,73111.94,136.62,4.194285714
Gram,Whole Year ,Tamil Nadu,8908.0,5823,740.9,1287116.92,2405.16,0.6575
Horse-gram,Kharif     ,Tamil Nadu,13732.0,8570,740.9,1984136.68,3707.64,0.595454545
Moong(Green Gram),Kharif     ,Tamil Nadu,25034.0,14083,740.9,3617162.66,6759.18,0.572307692
Ragi,Rabi       ,Tamil Nadu,30533.0,121102,740.9,4411713.17,8243.91,3.823333333
Rapeseed &Mustard,Rabi       ,Tamil Nadu,576.0,140,740.9,83226.24,155.52,0.18
Sesamum,Kharif     ,Tamil Nadu,19500.0,10879,740.9,2817555.0,5265.0,0.50962963
Sesamum,Rabi       ,Tamil Nadu,37091.0,22829,740.9,5359278.59,10014.57,0.571724138
Small millets,Whole Year ,Tamil Nadu,32404.0,35171,740.9,4682053.96,8749.08,1.009166667
Sunflower,Kharif     ,Tamil Nadu,2155.0,3893,740.9,311375.95,581.85,1.71875
Sunflower,Rabi       ,Tamil Nadu,5827.0,5800,740.9,841943.23,1573.29,1.340869565
Tobacco,Whole Year ,Tamil Nadu,3725.0,5691,740.9,538225.25,1005.75,1.284166667
Turmeric,Whole Year ,Tamil Nadu,31968.0,117416,740.9,4619056.32,8631.36,3.797777778
Arecanut,Kharif     ,Andhra Pradesh,483.0,338,687.6,72913.68,159.39,1.775
Arhar/Tur,Rabi       ,Andhra Pradesh,1564.0,1224,687.6,236101.44,516.12,0.727
Bajra,Kharif     ,Andhra Pradesh,24755.0,31913,687.6,3737014.8,8169.15,1.560909091
Bajra,Rabi       ,Andhra Pradesh,3423.0,6586,687.6,516736.08,1129.59,1.624285714
Castor seed,Rabi       ,Andhra Pradesh,1715.0,838,687.6,258896.4,565.95,0.598333333
Coriander,Kharif     ,Andhra Pradesh,164.0,85,687.6,24757.44,54.12,0.51
Cotton(lint),Rabi       ,Andhra Pradesh,6222.0,15914,687.6,939273.12,2053.26,2.897142857
Cowpea(Lobia),Kharif     ,Andhra Pradesh,4459.0,1865,687.6,673130.64,1471.47,0.4125
Cowpea(Lobia),Rabi       ,Andhra Pradesh,9576.0,10735,687.6,1445592.96,3160.08,0.874444444
Dry chillies,Rabi       ,Andhra Pradesh,25643.0,125104,687.6,3871067.28,8462.19,3.715384615
Ginger,Kharif     ,Andhra Pradesh,391.0,1118,687.6,59025.36,129.03,3.0625
Ginger,Rabi       ,Andhra Pradesh,36.0,103,687.6,5434.56,11.88,2.86
Horse-gram,Kharif     ,Andhra Pradesh,10529.0,4728,687.6,1589457.84,3474.57,0.37
Horse-gram,Rabi       ,Andhra Pradesh,24562.0,10784,687.6,3707879.52,8105.46,0.434166667
Jowar,Kharif     ,Andhra Pradesh,36926.0,54926,687.6,5574348.96,12185.58,1.390833333
Linseed,Kharif     ,Andhra Pradesh,361.0,174,687.6,54496.56,119.13,0.48
Moong(Green Gram),Kharif     ,Andhra Pradesh,11408.0,10461,687.6,1722151.68,3764.64,0.807692308
Niger seed,Rabi       ,Andhra Pradesh,7378.0,2376,687.6,1113782.88,2434.74,0.41
Other  Rabi pulses,Rabi       ,Andhra Pradesh,10376.0,11779,687.6,1566360.96,3424.08,1.1525
Other Kharif pulses,Kharif     ,Andhra Pradesh,3206.0,3270,687.6,483977.76,1057.98,0.442
Ragi,Kharif     ,Andhra Pradesh,28742.0,27354,687.6,4338892.32,9484.86,1.024444444
Ragi,Rabi       ,Andhra Pradesh,4698.0,7046,687.6,709210.08,1550.34,1.511
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,5711.0,3203,687.6,862132.56,1884.63,0.418
Safflower,Kharif     ,Andhra Pradesh,85.0,37,687.6,12831.6,28.05,0.44
Safflower,Rabi       ,Andhra Pradesh,681.0,211,687.6,102803.76,224.73,0.34
Sesamum,Kharif     ,Andhra Pradesh,21057.0,5737,687.6,3178764.72,6948.81,0.2475
Small millets,Kharif     ,Andhra Pradesh,18204.0,12691,687.6,2748075.84,6007.32,0.722222222
Small millets,Rabi       ,Andhra Pradesh,1883.0,1887,687.6,284257.68,621.39,0.93
Soyabean,Kharif     ,Andhra Pradesh,730.0,1669,687.6,110200.8,240.9,1.956
Soyabean,Rabi       ,Andhra Pradesh,190.0,293,687.6,28682.4,62.7,1.615
Sunflower,Kharif     ,Andhra Pradesh,11028.0,5949,687.6,1664786.88,3639.24,0.811428571
Tapioca,Rabi       ,Andhra Pradesh,49.0,0,687.6,7397.04,16.17,0.0
Urad,Kharif     ,Andhra Pradesh,19424.0,20949,687.6,2932247.04,6409.92,1.113076923
Wheat,Rabi       ,Andhra Pradesh,320.0,256,687.6,48307.2,105.6,1.02
Black pepper,Whole Year ,Karnataka,32665.0,19188,1238.5,4931108.4,10779.45,0.58375
Cardamom,Whole Year ,Karnataka,18254.0,1429,1238.5,2755623.84,6023.82,0.07875
Castor seed,Kharif     ,Karnataka,11913.0,7243,1238.5,1798386.48,3931.29,0.616363636
Coriander,Whole Year ,Karnataka,4339.0,1469,1238.5,655015.44,1431.87,0.3344
Cotton(lint),Summer     ,Karnataka,2183.0,4135,1238.5,329545.68,720.39,1.8925
Cowpea(Lobia),Rabi       ,Karnataka,9632.0,3533,1238.5,1454046.72,3178.56,0.37
Cowpea(Lobia),Summer     ,Karnataka,7241.0,2646,1238.5,1093101.36,2389.53,0.342272727
Dry chillies,Rabi       ,Karnataka,7842.0,14712,1238.5,1183828.32,2587.86,1.874137931
Dry chillies,Summer     ,Karnataka,5820.0,11208,1238.5,878587.2,1920.6,1.929166667
Garlic,Whole Year ,Karnataka,4725.0,5191,1238.5,713286.0,1559.25,1.254285714
Groundnut,Rabi       ,Karnataka,3720.0,7426,1238.5,561571.2,1227.6,2.0
Jowar,Summer     ,Karnataka,3534.0,7469,1238.5,533492.64,1166.22,2.113636364
Linseed,Rabi       ,Karnataka,5025.0,1568,1238.5,758574.0,1658.25,0.359285714
Maize,Summer     ,Karnataka,23928.0,78040,1238.5,3612170.88,7896.24,3.19
Mesta,Whole Year ,Karnataka,261.0,293,1238.5,39400.56,86.13,1.123333333
Moong(Green Gram),Rabi       ,Karnataka,6230.0,2049,1238.5,940480.8,2055.9,0.336153846
Niger seed,Kharif     ,Karnataka,10906.0,2885,1238.5,1646369.76,3598.98,0.2636
Onion,Summer     ,Karnataka,5782.0,28365,1238.5,872850.72,1908.06,5.114090909
Other  Rabi pulses,Rabi       ,Karnataka,8357.0,5539,1238.5,1261572.72,2757.81,0.722
Ragi,Rabi       ,Karnataka,33636.0,54573,1238.5,5077690.56,11099.88,1.655333333
Ragi,Summer     ,Karnataka,7358.0,13115,1238.5,1110763.68,2428.14,1.750769231
Rapeseed &Mustard,Kharif     ,Karnataka,2034.0,445,1238.5,307052.64,671.22,0.204375
Safflower,Rabi       ,Karnataka,32626.0,26767,1238.5,4925220.96,10766.58,0.752666667
Sannhamp,Whole Year ,Karnataka,311.0,76,1238.5,46948.56,102.63,0.236
Small millets,Kharif     ,Karnataka,22731.0,11918,1238.5,3431471.76,7501.23,0.525
Sunflower,Summer     ,Karnataka,16449.0,14635,1238.5,2483141.04,5428.17,0.886470588
Turmeric,Whole Year ,Karnataka,12824.0,76777,1238.5,1935911.04,4231.92,5.373684211
Urad,Rabi       ,Karnataka,7093.0,3230,1238.5,1070759.28,2340.69,0.423636364
Arecanut,Whole Year ,Tamil Nadu,6732.0,8837,911.3,1016262.72,2221.56,1.561904762
Bajra,Kharif     ,Tamil Nadu,33124.0,100137,911.3,5000399.04,10930.92,3.060416667
Bajra,Rabi       ,Tamil Nadu,24584.0,77433,911.3,3711200.64,8112.72,3.18
Black pepper,Whole Year ,Tamil Nadu,3997.0,898,911.3,603387.12,1319.01,0.186666667
Cardamom,Whole Year ,Tamil Nadu,3992.0,361,911.3,602632.32,1317.36,0.07
Castor seed,Kharif     ,Tamil Nadu,5132.0,1695,911.3,774726.72,1693.56,0.3575
Coriander,Whole Year ,Tamil Nadu,9230.0,8048,911.3,1393360.8,3045.9,0.855384615
Garlic,Whole Year ,Tamil Nadu,449.0,2567,911.3,67781.04,148.17,2.711666667
Ginger,Whole Year ,Tamil Nadu,311.0,1316,911.3,46948.56,102.63,4.132222222
Gram,Rabi       ,Tamil Nadu,6820.0,4177,911.3,1029547.2,2250.6,0.535789474
Horse-gram,Kharif     ,Tamil Nadu,13931.0,10597,911.3,2103023.76,4597.23,0.764583333
Moong(Green Gram),Kharif     ,Tamil Nadu,28296.0,17906,911.3,4271564.16,9337.68,0.633076923
Ragi,Rabi       ,Tamil Nadu,30117.0,126424,911.3,4546462.32,9938.61,4.1516
Rapeseed &Mustard,Rabi       ,Tamil Nadu,302.0,72,911.3,45589.92,99.66,0.161428571
Sesamum,Kharif     ,Tamil Nadu,21289.0,13371,911.3,3213787.44,7025.37,0.559642857
Small millets,Kharif     ,Tamil Nadu,20444.0,29892,911.3,3086226.24,6746.52,1.504090909
Small millets,Rabi       ,Tamil Nadu,660.0,1385,911.3,99633.6,217.8,1.928
Sunflower,Kharif     ,Tamil Nadu,2782.0,4214,911.3,419970.72,918.06,1.645833333
Sunflower,Rabi       ,Tamil Nadu,6122.0,8327,911.3,924177.12,2020.26,1.4275
Tobacco,Whole Year ,Tamil Nadu,5478.0,8334,911.3,826958.88,1807.74,1.497
Turmeric,Whole Year ,Tamil Nadu,26072.0,105002,911.3,3935829.12,8603.76,4.3492
Arecanut,Kharif     ,Andhra Pradesh,516.0,1795,940.7,81481.56,170.28,3.32
Arhar/Tur,Rabi       ,Andhra Pradesh,4995.0,3472,940.7,788760.45,1648.35,0.643
Bajra,Kharif     ,Andhra Pradesh,33319.0,58890,940.7,5261403.29,10995.27,1.908181818
Bajra,Rabi       ,Andhra Pradesh,3421.0,6133,940.7,540210.11,1128.93,1.978333333
Castor seed,Rabi       ,Andhra Pradesh,1785.0,1226,940.7,281869.35,589.05,0.836
Coriander,Kharif     ,Andhra Pradesh,36.0,13,940.7,5684.76,11.88,0.396666667
Coriander,Rabi       ,Andhra Pradesh,25302.0,10385,940.7,3995438.82,8349.66,0.4425
Cotton(lint),Rabi       ,Andhra Pradesh,3394.0,6662,940.7,535946.54,1120.02,2.23
Cowpea(Lobia),Kharif     ,Andhra Pradesh,11043.0,9696,940.7,1743800.13,3644.19,0.77125
Cowpea(Lobia),Rabi       ,Andhra Pradesh,8003.0,6569,940.7,1263753.73,2640.99,0.513
Dry chillies,Rabi       ,Andhra Pradesh,24362.0,102073,940.7,3847003.42,8039.46,3.588461538
Ginger,Kharif     ,Andhra Pradesh,362.0,955,940.7,57163.42,119.46,2.802
Ginger,Rabi       ,Andhra Pradesh,1.0,3,940.7,157.91,0.33,3.0
Gram,Kharif     ,Andhra Pradesh,2.0,2,940.7,315.82,0.66,1.0
Horse-gram,Kharif     ,Andhra Pradesh,35190.0,10511,940.7,5556852.9,11612.7,0.363333333
Horse-gram,Rabi       ,Andhra Pradesh,22577.0,11421,940.7,3565134.07,7450.41,0.5475
Linseed,Kharif     ,Andhra Pradesh,259.0,125,940.7,40898.69,85.47,0.64
Niger seed,Rabi       ,Andhra Pradesh,6685.0,2578,940.7,1055628.35,2206.05,0.445
Ragi,Kharif     ,Andhra Pradesh,26603.0,25402,940.7,4200879.73,8778.99,1.123333333
Ragi,Rabi       ,Andhra Pradesh,4569.0,8572,940.7,721490.79,1507.77,1.757777778
Rapeseed &Mustard,Kharif     ,Andhra Pradesh,10.0,7,940.7,1579.1,3.3,0.7
Rapeseed &Mustard,Rabi       ,Andhra Pradesh,1426.0,764,940.7,225179.66,470.58,0.3975
Safflower,Rabi       ,Andhra Pradesh,304.0,212,940.7,48004.64,100.32,0.713333333
Sesamum,Kharif     ,Andhra Pradesh,28065.0,5129,940.7,4431744.15,9261.45,0.2975
Sesamum,Rabi       ,Andhra Pradesh,25066.0,9114,940.7,3958172.06,8271.78,0.37
Small millets,Rabi       ,Andhra Pradesh,3930.0,4271,940.7,620586.3,1296.9,0.986
Soyabean,Kharif     ,Andhra Pradesh,1210.0,1786,940.7,191071.1,399.3,1.45
Soyabean,Rabi       ,Andhra Pradesh,66.0,107,940.7,10422.06,21.78,1.62
